CSubType,NumHouse,AvgSzHouse,AvgAge,CMainType,DemCatholic,DemProtestant,DemOthReligion,DemNoReligion,DemMarried,DemCohabitation,DemOtherRelation,DemSingles,DemNoChild,DemWithChild,DemHiLeEdu,DemMiLeEdu,DemLoLeEdu,DemHiStatus,DemEntrepreneur,DemFarmer,DemMidManager,DemSkilledLab,DemUnskilledLab,DemSocClassA,DemSocClassB1,DemSocClassB2,DemSocClassC,DemSocClassD,DemRenter,DemHomeOwner,Dem1Car,Dem2Car,Dem0Car,DemPubHthInsur,DemPrivHthInsur,DemLowestInc,DemLowInc,DemMidInc,DemHighInc,DemHighestInc,DemAvgIncome,DemPurchPowerC,ContrPrivIns,ContrPrivInsFirm,ContrPrivInsAgr,ContrCarPol,ContrDeVanPol,ContrMotPol,ContrLorPol,ContrTrailPol,ContrTractPol,ContrAgrMacPol,ContrMopPol,ContrLifePol,ContrPrivAccPol,ContrFamAccPol,ContrDisPol,ContrFirePol,ContrSurfPol,ContrBoatPol,ContrBicPol,ContrProPol,ContrSSPol,NumPrivIns,NumPrivInsFirm,NumPrivInsAgr,NumCarPol,NumDeVanPol,NumMotPol,NumLorPol,NumTrailPol,NumTractPol,NumAgrMacPol,NumMopPol,NumLifePol,NumPrivAccPol,NumFamAccPol,NumDisPol,NumFirePol,NumSurfPol,NumBoatPol,NumBicPol,NumProPol,NumSSPol,MoHoPol
18,1,1,4.435225995829057,4,1,2,1,7,2,1,6,7,1,1,3,3,3,2,0,0,3,1,4,1,2,4,4,1,9,0,4,0,5,8,1,7,1,1,1,0,2.4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,4,6.021383295429398,3,1,3,1,6,7,1,2,1,2,7,1,2,7,2,0,0,3,3,4,0,1,1,6,3,8,1,6,1,3,7,2,2,4,2,1,0,3.5999999999999996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,7.088442772869925,10,0,9,0,0,9,0,0,0,3,6,0,2,10,0,0,2,3,3,0,0,0,5,4,0,0,9,6,3,0,4,5,3,10,3,0,0,3.5999999999999996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.4140166877620417,8,1,4,2,3,10,2,3,2,3,4,2,3,5,1,1,2,2,3,1,2,2,3,4,1,3,6,5,1,3,7,2,3,4,2,1,0,4.8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,2.120075614860955,9,0,6,3,0,9,0,0,0,4,5,2,4,4,2,2,0,4,2,1,2,3,2,4,0,9,0,7,0,2,6,3,2,5,3,0,0,3.5999999999999996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,6.870965175371782,5,2,4,1,3,3,2,5,5,3,2,2,5,3,8,0,0,3,2,4,1,2,4,3,1,8,1,5,0,4,8,1,6,2,1,0,0,3.5999999999999996,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,5.389614177370904,8,0,4,0,6,9,0,0,0,3,6,1,2,7,1,0,0,3,4,2,1,2,1,6,1,5,4,6,1,2,7,2,2,4,3,1,0,4.8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1,3,4.131707268123634,3,1,5,1,3,7,2,1,1,3,5,4,4,2,3,1,1,4,2,1,3,3,2,2,1,1,8,6,3,1,5,4,2,4,4,1,0,4.8,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,6.534629086122435,6,0,5,2,2,2,1,6,7,2,0,0,0,9,0,0,1,2,5,2,0,0,1,6,3,9,0,2,0,6,8,1,8,1,0,0,0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,2.3642522609831222,9,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3.5999999999999996,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1,1,6.003375506597161,6,1,2,2,5,2,0,6,6,3,1,1,3,6,1,1,0,4,2,4,1,1,2,4,3,8,1,2,1,6,8,1,8,1,0,0,0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,3,5.327821172843086,5,0,9,0,0,9,0,0,0,4,5,1,0,8,0,0,1,2,3,3,1,0,1,6,2,6,3,5,0,4,7,2,3,5,1,1,0,3.5999999999999996,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,4,5.92427013953783,7,1,4,1,4,7,1,2,0,3,6,0,0,9,5,0,0,2,0,3,0,0,6,3,0,6,3,6,2,1,5,4,7,2,0,0,0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.986104047707462,8,0,6,1,3,7,0,2,1,3,6,1,2,7,1,0,1,3,3,4,1,2,1,6,1,1,8,8,0,1,8,1,0,2,7,0,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,5.085687161403359,10,0,5,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,4.8,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30,1,2,4.074575373940412,7,0,6,0,3,4,1,4,4,3,2,4,2,4,2,0,0,2,2,4,5,2,3,3,1,6,3,2,0,6,2,7,7,1,1,1,0,2.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,4.255383755674317,8,0,4,0,5,9,0,0,0,3,6,0,4,5,0,0,0,2,5,3,0,2,2,5,2,0,14,9,0,0,9,0,1,5,4,0,0,4.8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,3.1046536776369758,9,0,6,1,2,7,1,1,0,4,5,1,6,3,0,0,0,1,4,5,1,0,1,8,0,5,4,8,1,1,4,5,0,4,5,1,0,4.8,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,4.5918991608397794,8,1,4,1,4,9,0,0,0,5,4,0,1,8,0,0,0,1,6,4,0,1,0,4,5,1,8,4,1,4,9,0,5,2,3,0,0,3.5999999999999996,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,4.004184605209771,8,0,6,1,3,7,0,2,1,3,6,1,2,7,1,0,1,3,3,4,1,2,1,6,1,1,8,8,0,1,8,1,0,2,7,0,0,4.8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,2,4.651136241823657,3,0,4,0,6,3,2,4,2,3,2,1,6,2,0,0,0,4,2,3,0,2,3,5,0,7,2,7,0,2,9,0,3,4,2,1,0,4.8,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,3,4.858451116656665,8,0,7,0,3,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4.8,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,3,4.765379430042586,9,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,0,4.8,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2,4.038237994960028,5,0,2,0,7,4,2,2,0,7,2,0,5,4,0,0,0,4,4,2,0,3,3,4,0,9,0,4,0,5,7,2,5,4,0,0,0,2.4,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,3,4.551408585366456,7,0,5,1,3,6,1,3,1,5,4,0,0,9,0,0,0,0,3,6,0,0,0,9,0,9,0,6,1,2,6,3,5,4,0,0,0,3.5999999999999996,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,3,3.700323351993213,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4.8,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
32,1,2,4.949795382958255,7,0,5,1,3,6,1,3,2,4,4,2,2,6,2,0,0,2,3,3,2,1,2,5,1,5,4,6,1,2,6,3,3,4,2,2,0,4.8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1,3,8.620793091029975,3,0,4,1,5,6,2,1,1,5,3,0,3,6,1,0,0,4,3,2,1,1,2,4,0,6,3,6,0,3,5,4,2,2,5,0,0,7.199999999999999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,2,2.8880329742258364,7,1,4,2,3,4,1,4,3,4,2,2,4,4,1,2,0,4,4,0,2,2,0,5,0,6,3,6,0,3,7,2,4,0,5,0,0,4.8,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,2,7.464177238752438,8,2,5,0,4,9,0,0,0,7,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4.8,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,4,4.996858773465808,3,0,2,0,7,9,0,0,0,0,9,0,3,6,0,0,0,7,0,2,0,2,0,6,2,0,9,9,0,0,9,0,2,0,5,2,0,6.0,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,2,6.280636404490137,7,0,7,0,2,5,0,4,2,4,2,0,2,7,0,0,0,5,0,5,0,0,3,6,0,5,4,5,2,3,5,4,2,2,0,0,0,2.4,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,3,6.758620484195133,9,0,4,1,4,7,0,2,8,3,5,0,2,7,0,0,2,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2.4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,2,6.372105472606863,7,0,4,0,5,3,0,6,6,7,2,1,1,7,0,0,0,0,5,4,0,0,0,6,3,9,0,5,0,4,9,0,8,3,3,0,0,2.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,1,4,4.389159195667929,9,1,5,0,3,7,1,2,0,0,9,0,4,5,0,0,0,6,3,0,0,4,0,4,0,2,7,6,2,2,6,3,0,4,5,0,0,4.8,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,3.9468793469824544,16,0,5,0,4,9,0,0,0,4,5,0,4,5,0,0,0,4,0,5,0,4,0,5,0,0,9,9,0,0,9,0,5,2,2,0,0,4.8,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,1,2,7.223568882418627,8,0,4,1,4,5,1,3,3,4,3,2,4,3,3,0,1,4,1,2,3,2,3,3,0,5,4,6,1,3,5,4,3,2,3,1,0,4.8,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3,7.0964692338108835,1,1,5,1,3,6,1,2,0,4,5,5,1,1,5,0,0,1,1,4,4,1,4,1,0,0,9,7,2,1,5,4,0,1,5,2,0,7.199999999999999,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,1,2,4.374322712503788,6,0,5,1,3,7,1,2,3,5,1,0,5,4,0,0,0,2,2,6,0,4,2,2,2,1,8,9,1,0,5,4,3,3,2,2,0,4.8,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.680752805401233,8,2,4,2,2,9,0,0,1,2,7,1,3,6,1,0,0,3,6,3,1,2,3,5,0,0,9,7,2,0,9,0,0,2,7,1,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,4,3.7970193626043427,3,2,5,2,0,9,0,0,0,0,9,0,5,4,0,0,0,5,2,2,0,2,5,3,0,4,5,7,1,2,6,3,0,9,0,0,0,3.5999999999999996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,4,3.1999614356023534,2,2,4,1,3,9,0,0,0,2,7,2,5,3,1,0,0,5,2,2,1,4,2,2,1,3,6,8,0,1,7,2,2,3,4,1,0,4.8,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,3.936475425384645,9,0,6,1,3,5,1,3,2,2,5,0,2,7,0,0,1,2,3,5,0,1,2,6,2,6,3,5,2,3,8,1,8,1,1,0,0,2.4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,1,1,7.237438134684139,6,0,5,0,4,5,0,4,5,4,0,1,3,6,2,0,2,2,2,3,2,1,3,3,2,9,0,5,0,4,9,0,3,6,1,0,0,3.5999999999999996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1,3,4.542698344913211,6,2,2,2,3,5,1,3,3,2,4,1,5,4,2,1,1,2,3,6,2,2,2,4,2,3,6,6,0,3,7,2,3,5,2,0,0,3.5999999999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3,3.9571766186884254,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4.8,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,5.058022734808395,8,0,6,1,3,7,2,2,1,3,6,1,2,7,1,0,1,3,3,4,1,2,1,6,1,1,5,8,0,1,8,1,0,2,7,0,0,4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,1,2,4.848430882205284,5,0,6,2,2,4,1,4,4,3,2,2,5,2,2,0,0,3,3,3,2,3,3,3,0,8,1,4,3,3,7,2,3,4,2,0,0,3.5999999999999996,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,3,2.753110666015395,8,0,6,0,3,6,2,2,1,4,5,2,2,5,3,1,1,3,1,3,2,2,2,3,1,4,5,7,1,6,6,8,2,4,2,2,0,4.8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1,3,4.393299705234703,7,1,4,1,6,6,2,2,3,2,5,1,2,7,1,0,0,2,4,3,1,1,1,4,4,4,2,6,1,2,8,2,4,4,1,1,0,3.5999999999999996,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,4,4.211283692279473,9,0,4,0,5,8,0,1,1,1,8,1,4,5,1,0,0,2,0,6,1,2,2,5,1,8,1,5,4,2,8,1,5,4,0,0,0,2.4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,4,5.200078956426861,3,2,3,1,5,7,0,2,1,2,7,2,5,3,2,0,0,4,1,3,1,3,1,4,2,9,0,4,3,2,6,3,4,3,2,1,0,3.5999999999999996,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3.508097552493795,8,0,4,0,6,9,0,0,0,3,6,0,4,5,0,0,0,2,5,3,1,2,2,5,2,0,9,9,0,0,9,0,1,5,4,2,0,4.8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,4.123447293958126,8,1,4,2,3,5,2,3,2,3,3,2,3,5,2,1,2,2,3,2,1,1,4,3,1,1,8,6,2,2,6,3,2,6,2,1,0,3.5999999999999996,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,2,4.619711445966136,5,0,8,1,2,2,2,6,8,4,2,1,4,4,2,0,0,3,1,4,2,2,3,4,0,9,0,7,1,2,6,2,5,3,1,0,0,2.4,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,4.364637611174371,1,2,4,0,3,9,0,0,1,3,6,5,2,1,4,2,1,1,1,0,5,1,1,1,0,0,9,9,0,0,3,6,1,0,4,2,0,7.199999999999999,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,3,3.8103333409096387,3,1,4,1,5,7,1,1,0,4,5,0,6,3,1,1,0,4,2,3,0,0,4,3,3,0,9,6,2,2,8,1,0,6,0,2,0,6.0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,1,3,3.3756546102867757,8,0,4,0,6,9,0,0,0,3,6,0,4,5,0,0,0,2,5,3,0,2,2,5,2,0,9,9,0,0,9,0,1,5,4,0,0,4.8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,5.81547464234415,8,0,4,0,5,5,0,4,3,2,5,0,2,7,0,0,2,0,3,4,0,0,2,3,4,0,9,6,0,3,9,0,6,3,0,0,0,2.4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,4,4.395255335461787,9,0,7,0,2,9,0,0,0,4,5,0,4,5,0,0,2,0,6,0,0,0,3,6,0,0,9,7,2,0,5,4,0,0,8,0,0,6.0,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,2.794433942900931,2,2,2,0,4,9,0,0,0,5,5,3,4,10,4,0,0,3,0,3,4,3,0,3,0,9,0,9,0,0,5,4,0,0,8,0,0,6.0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,3,4.897066196887132,8,1,5,1,4,6,1,3,2,1,6,3,3,4,2,0,0,5,1,2,2,2,3,4,0,1,8,7,2,0,7,2,1,4,4,1,0,4.8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
41,1,3,6.274875041278722,10,0,7,1,2,8,1,1,1,5,3,0,3,6,2,0,2,3,2,3,1,2,3,4,1,3,6,6,2,2,6,3,2,7,1,1,0,3.5999999999999996,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,2,6.651521991339505,7,0,4,1,5,3,1,6,3,2,4,0,1,8,1,0,0,1,0,6,1,0,2,2,5,8,1,4,2,4,7,2,7,2,0,0,0,2.4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,2.8623143295751836,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,5,7,2,0,7,2,0,6,3,0,0,4.8,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1,3,3.798508466052482,3,0,4,0,5,9,0,0,0,2,7,3,3,4,3,0,0,3,3,2,3,3,0,4,0,9,0,9,0,0,6,3,0,6,2,2,0,4.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,3,4.993478684770542,7,2,3,2,4,5,2,3,1,3,5,1,1,8,1,0,0,7,1,1,0,1,1,5,3,1,8,5,2,3,6,3,1,7,1,1,0,3.5999999999999996,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,5.59879438956191,9,1,5,1,3,5,1,4,3,7,4,5,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3.5999999999999996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,1,4.668340488718081,5,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,2,1,2,5,1,7,2,6,0,3,7,2,4,4,2,1,0,3.5999999999999996,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,1,2,5.265826201221504,10,0,6,0,4,6,0,3,3,4,3,0,2,7,1,0,2,1,0,1,2,1,6,2,1,0,9,3,3,3,2,7,3,6,1,0,0,3.5999999999999996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,5.081995556413561,8,0,4,1,4,7,0,2,2,3,4,0,2,7,0,0,2,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2.4,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1,3,5.457280404615242,2,1,5,1,4,6,1,3,1,3,5,3,3,3,3,0,0,5,1,2,3,2,3,3,0,1,8,8,1,0,6,3,1,3,5,1,0,6.0,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1,2,6.4558223221467665,5,2,2,0,5,2,2,6,3,6,1,0,7,2,0,0,0,5,2,2,2,3,2,3,0,4,5,3,0,6,7,2,0,2,5,0,0,7.199999999999999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
